source,target
3266363484838289409,13736737670263789424
3266363484838289409,2845350234407886393
3266363484838289409,10169831498197752342
3266363484838289409,12983926808103008237
3266363484838289409,16809983107195186079
3266363484838289409,8612318971229495860
3266363484838289409,10680799629458992830
3266363484838289409,93164789698111753
3266363484838289409,5744044355110337914
3266363484838289409,5969992861398195590
13102890771516471065,12027337611433656084
13102890771516471065,13379637710868661800
13102890771516471065,7848563193419906764
13102890771516471065,4300970004529238500
13102890771516471065,11928668593576469781
13102890771516471065,5344033547488988117
13102890771516471065,7422287691854027578
13102890771516471065,537567615305719210
13102890771516471065,12318268390649277314
13102890771516471065,16223135719897629050
7422287691854027578,13379637710868661800
7422287691854027578,13524324820185934756
7422287691854027578,17148761008277413598
7422287691854027578,14726704015163830622
7422287691854027578,11561986167742259927
7422287691854027578,11928668593576469781
7422287691854027578,10403522792371844248
7422287691854027578,2968585351604642631
7422287691854027578,2483565233557800867
7422287691854027578,2649044304187352025
16223135719897629050,13379637710868661800
16223135719897629050,4482987782633561427
16223135719897629050,11928668593576469781
16223135719897629050,9872277312421141317
16223135719897629050,5344033547488988117
16223135719897629050,4582206288912516706
16223135719897629050,12465460029466390587
16223135719897629050,13119949803868128752
16223135719897629050,11904191752256394556
16223135719897629050,1309631839092556707
4300970004529238500,8160632680831337034
4300970004529238500,13379637710868661800
4300970004529238500,9493125473400445283
4300970004529238500,13524324820185934756
4300970004529238500,11928668593576469781
4300970004529238500,16161377440209662037
4300970004529238500,8990557770676902691
4300970004529238500,7232990403544308034
4300970004529238500,9935707257857436147
4300970004529238500,11904191752256394556
6188521334471223664,894448455373440058
6188521334471223664,11434140278492971041
6188521334471223664,10476647369678434043
6188521334471223664,13129276937949405462
6188521334471223664,7069277903127733924
6188521334471223664,17856029854202027880
6188521334471223664,2691097547876286362
6188521334471223664,9614066418907673983
6188521334471223664,4071611376094272148
6188521334471223664,7821496288852026451
18390664711257628156,16079195565081284682
18390664711257628156,7300742399629681417
18390664711257628156,4234886412431304438
18390664711257628156,3367700582951745169
18390664711257628156,10560147421973616040
18390664711257628156,1670683651249011398
18390664711257628156,7477654632383057591
18390664711257628156,11969338175904408395
18390664711257628156,11057313009979293837
18390664711257628156,9058464383885506015
8799294614287754687,12027337611433656084
8799294614287754687,13379637710868661800
8799294614287754687,11561986167742259927
8799294614287754687,4300970004529238500
8799294614287754687,11928668593576469781
8799294614287754687,5344033547488988117
8799294614287754687,12947021549796386861
8799294614287754687,7422287691854027578
8799294614287754687,2813751098548828197
8799294614287754687,537567615305719210
11612397823986747102,1586227916012731885
11612397823986747102,7848563193419906764
11612397823986747102,3416211488302016247
11612397823986747102,11561986167742259927
11612397823986747102,4300970004529238500
11612397823986747102,11928668593576469781
11612397823986747102,8799294614287754687
11612397823986747102,7422287691854027578
11612397823986747102,1190209612638819150
11612397823986747102,12318268390649277314
16888448779462822920,1586227916012731885
16888448779462822920,7848563193419906764
16888448779462822920,11561986167742259927
16888448779462822920,4300970004529238500
16888448779462822920,11928668593576469781
16888448779462822920,8799294614287754687
16888448779462822920,7933477370792643146
16888448779462822920,7422287691854027578
16888448779462822920,11612397823986747102
16888448779462822920,1190209612638819150
8183041740730860922,5664745992194116107
8183041740730860922,17154484896621281009
8183041740730860922,14840943941366168297
8183041740730860922,16228381257532770183
8183041740730860922,14888505342501335142
8183041740730860922,5914776754615966369
8183041740730860922,9109308223031685043
8183041740730860922,6244286835266543395
8183041740730860922,17544005210728405286
11424932236210271867,13973816081315184279
11424932236210271867,9408744178407547245
11424932236210271867,14984689866847178250
11424932236210271867,11152699450258862120
11424932236210271867,7431572563446407035
11424932236210271867,10552801351038969863
11424932236210271867,5556229355873593768
11424932236210271867,93164789698111753
11424932236210271867,15050972453442832592
11424932236210271867,10866315952855769171
208829199956979047,13973816081315184279
208829199956979047,11780698255487103800
208829199956979047,14997208868949321305
208829199956979047,8758752842720514440
208829199956979047,7512404752239316783
208829199956979047,11424932236210271867
208829199956979047,12357812522076543169
208829199956979047,1021195129240749246
208829199956979047,10866315952855769171
208829199956979047,4282418597928164751
11780698255487103800,13973816081315184279
11780698255487103800,9375784039099671052
11780698255487103800,9408744178407547245
11780698255487103800,7431572563446407035
11780698255487103800,16957330057366640692
11780698255487103800,10552801351038969863
11780698255487103800,11424932236210271867
11780698255487103800,12357812522076543169
11780698255487103800,11571171933186089651
11780698255487103800,1726439756593981796
1021195129240749246,5817703807113185398
1021195129240749246,431821403978069407
1021195129240749246,8886531798267752325
1021195129240749246,13300510603267864303
1021195129240749246,13028615763904245420
1021195129240749246,48626673277144263
1021195129240749246,3617047270545129441
1021195129240749246,4601313629289052190
1021195129240749246,7391306006252354167
1021195129240749246,3228397985325433622
6429313507243502838,2995562654124781222
6429313507243502838,9751592570670668759
6429313507243502838,13614033475826848350
6429313507243502838,11803810325855635298
6429313507243502838,13062102170624238028
6429313507243502838,8065762986997171514
6429313507243502838,16595165662140786000
6429313507243502838,1902137332501800167
6429313507243502838,7687042620031061140
6429313507243502838,12675685197796475846
10667577269028508114,16289790190464087845
10667577269028508114,10207317677681579425
10667577269028508114,473773279137746764
10667577269028508114,13753285876908961086
10667577269028508114,10029923554103363414
10667577269028508114,14082013253727304806
10667577269028508114,17356745435013955378
10667577269028508114,18390664711257628156
10667577269028508114,17479061272915301448
10667577269028508114,280394607599168761
13159594198281220998,16740829740612570421
13159594198281220998,16473531220416210257
13159594198281220998,12983926808103008237
13159594198281220998,6932845676299288989
13159594198281220998,15831613599325729610
13159594198281220998,13494041785325111097
13159594198281220998,17477400488975689549
13159594198281220998,10866315952855769171
13159594198281220998,17845279621710771190
13159594198281220998,1526981430322602147
5701411112753433621,504286294620956073
5701411112753433621,4383470924987344402
5701411112753433621,12574343344676974207
5701411112753433621,11467564518768024719
5701411112753433621,1914276242944783348
5701411112753433621,15064378430661290294
5701411112753433621,5533162518382321710
5701411112753433621,14162573206212289292
5701411112753433621,9937027987546464279
5701411112753433621,8068348184121730494
13299000382113771897,5460173503840157968
13299000382113771897,17255401633690899107
13299000382113771897,12728184883197962673
13299000382113771897,13494041785325111097
13299000382113771897,460115512009976616
13299000382113771897,6547577652824879496
13299000382113771897,7422287691854027578
13299000382113771897,1918111837211007286
13299000382113771897,18195759390865812742
13299000382113771897,10697931860004032328
4601313629289052190,12994979933012042591
4601313629289052190,14452661391876932460
4601313629289052190,9130043174745814928
4601313629289052190,626756955173747951
4601313629289052190,8886531798267752325
4601313629289052190,11748878295202277405
4601313629289052190,10932845368792441573
4601313629289052190,1389352719468141499
4601313629289052190,13257412446242505832
4601313629289052190,8193130684650112196
8886531798267752325,12994979933012042591
8886531798267752325,17374226291535051729
8886531798267752325,30597030908964481
8886531798267752325,17228399232577849654
8886531798267752325,626756955173747951
8886531798267752325,5715330693348122479
8886531798267752325,15872830399419494973
8886531798267752325,4601313629289052190
8886531798267752325,16704813622153015530
8886531798267752325,9055900584209886225
13028615763904245420,17422429966497498923
13028615763904245420,921826086188082068
13028615763904245420,9130043174745814928
13028615763904245420,8886531798267752325
13028615763904245420,8214998329905751089
